Country,Happiness.Rank,Happiness.Score,Number of Records,Factors,Values,Year
Azerbaijan,80,5.21,1,Absence.of.Corruption,0.16,2015
Azerbaijan,80,5.21,1,Economy..GDP.per.Capita.,1.02,2015
Azerbaijan,80,5.21,1,Family.Support,0.94,2015
Azerbaijan,80,5.21,1,Freedom,0.37,2015
Azerbaijan,80,5.21,1,Generosity,0.08,2015
Azerbaijan,80,5.21,1,Health.Life.Expectancy,0.64,2015
Pakistan,81,5.19,1,Absence.of.Corruption,0.1,2015
Pakistan,81,5.19,1,Economy..GDP.per.Capita.,0.6,2015
Pakistan,81,5.19,1,Family.Support,0.41,2015
Pakistan,81,5.19,1,Freedom,0.12,2015
Pakistan,81,5.19,1,Generosity,0.34,2015
Pakistan,81,5.19,1,Health.Life.Expectancy,0.51,2015
Jordan,82,5.19,1,Absence.of.Corruption,0.14,2015
Jordan,82,5.19,1,Economy..GDP.per.Capita.,0.9,2015
Jordan,82,5.19,1,Family.Support,1.05,2015
Jordan,82,5.19,1,Freedom,0.41,2015
Jordan,82,5.19,1,Generosity,0.11,2015
Jordan,82,5.19,1,Health.Life.Expectancy,0.7,2015
Montenegro,82,5.19,1,Absence.of.Corruption,0.14,2015
Montenegro,82,5.19,1,Economy..GDP.per.Capita.,0.97,2015
Montenegro,82,5.19,1,Family.Support,0.91,2015
Montenegro,82,5.19,1,Freedom,0.18,2015
Montenegro,82,5.19,1,Generosity,0.16,2015
Montenegro,82,5.19,1,Health.Life.Expectancy,0.73,2015
Hong Kong,84,5.14,1,Absence.of.Corruption,0.03,2015
Hong Kong,84,5.14,1,Economy..GDP.per.Capita.,0.89,2015
Hong Kong,84,5.14,1,Family.Support,0.95,2015
Hong Kong,84,5.14,1,Freedom,0.52,2015
Hong Kong,84,5.14,1,Generosity,0.08,2015
Hong Kong,84,5.14,1,Health.Life.Expectancy,0.82,2015
Zambia,85,5.13,1,Absence.of.Corruption,0.12,2015
Zambia,85,5.13,1,Economy..GDP.per.Capita.,0.47,2015
Zambia,85,5.13,1,Family.Support,0.92,2015
Zambia,85,5.13,1,Freedom,0.49,2015
Zambia,85,5.13,1,Generosity,0.2,2015
Zambia,85,5.13,1,Health.Life.Expectancy,0.3,2015
Romania,86,5.12,1,Absence.of.Corruption,0.01,2015
Romania,86,5.12,1,Economy..GDP.per.Capita.,1.04,2015
Romania,86,5.12,1,Family.Support,0.89,2015
Romania,86,5.12,1,Freedom,0.35,2015
Romania,86,5.12,1,Generosity,0.14,2015
Romania,86,5.12,1,Health.Life.Expectancy,0.77,2015
Serbia,87,5.12,1,Absence.of.Corruption,0.03,2015
Serbia,87,5.12,1,Economy..GDP.per.Capita.,0.92,2015
Serbia,87,5.12,1,Family.Support,1.01,2015
Serbia,87,5.12,1,Freedom,0.2,2015
Serbia,87,5.12,1,Generosity,0.19,2015
Serbia,87,5.12,1,Health.Life.Expectancy,0.75,2015
Portugal,88,5.1,1,Absence.of.Corruption,0.01,2015
Portugal,88,5.1,1,Economy..GDP.per.Capita.,1.16,2015
Portugal,88,5.1,1,Family.Support,1.14,2015
Portugal,88,5.1,1,Freedom,0.51,2015
Portugal,88,5.1,1,Generosity,0.14,2015
Portugal,88,5.1,1,Health.Life.Expectancy,0.88,2015
Latvia,89,5.1,1,Absence.of.Corruption,0.06,2015
Latvia,89,5.1,1,Economy..GDP.per.Capita.,1.11,2015
Latvia,89,5.1,1,Family.Support,1.1,2015
Latvia,89,5.1,1,Freedom,0.3,2015
Latvia,89,5.1,1,Generosity,0.18,2015
Latvia,89,5.1,1,Health.Life.Expectancy,0.72,2015
Philippines,90,5.07,1,Absence.of.Corruption,0.12,2015
Philippines,90,5.07,1,Economy..GDP.per.Capita.,0.71,2015
Philippines,90,5.07,1,Family.Support,1.04,2015
Philippines,90,5.07,1,Freedom,0.63,2015
Philippines,90,5.07,1,Generosity,0.25,2015
Philippines,90,5.07,1,Health.Life.Expectancy,0.58,2015
Morocco,92,5.01,1,Absence.of.Corruption,0.09,2015
Morocco,92,5.01,1,Economy..GDP.per.Capita.,0.73,2015
Morocco,92,5.01,1,Family.Support,0.64,2015
Morocco,92,5.01,1,Freedom,0.42,2015
Morocco,92,5.01,1,Generosity,0.07,2015
Morocco,92,5.01,1,Health.Life.Expectancy,0.61,2015
Macedonia,93,5.01,1,Absence.of.Corruption,0.05,2015
Macedonia,93,5.01,1,Economy..GDP.per.Capita.,0.92,2015
Macedonia,93,5.01,1,Family.Support,1,2015
Macedonia,93,5.01,1,Freedom,0.33,2015
Macedonia,93,5.01,1,Generosity,0.22,2015
Macedonia,93,5.01,1,Health.Life.Expectancy,0.74,2015
Mozambique,94,4.97,1,Absence.of.Corruption,0.16,2015
Mozambique,94,4.97,1,Economy..GDP.per.Capita.,0.08,2015
Mozambique,94,4.97,1,Family.Support,1.03,2015
Mozambique,94,4.97,1,Freedom,0.34,2015
Mozambique,94,4.97,1,Generosity,0.22,2015
Mozambique,94,4.97,1,Health.Life.Expectancy,0.09,2015
Albania,95,4.96,1,Absence.of.Corruption,0.06,2015
Albania,95,4.96,1,Economy..GDP.per.Capita.,0.88,2015
Albania,95,4.96,1,Family.Support,0.8,2015
Albania,95,4.96,1,Freedom,0.36,2015
Albania,95,4.96,1,Generosity,0.14,2015
Albania,95,4.96,1,Health.Life.Expectancy,0.81,2015
Bosnia and Herzegovina,96,4.95,1,Absence.of.Corruption,0,2015
Bosnia and Herzegovina,96,4.95,1,Economy..GDP.per.Capita.,0.83,2015
Bosnia and Herzegovina,96,4.95,1,Family.Support,0.92,2015
Bosnia and Herzegovina,96,4.95,1,Freedom,0.09,2015
Bosnia and Herzegovina,96,4.95,1,Generosity,0.25,2015
Bosnia and Herzegovina,96,4.95,1,Health.Life.Expectancy,0.79,2015
Lesotho,97,4.9,1,Absence.of.Corruption,0.13,2015
Lesotho,97,4.9,1,Economy..GDP.per.Capita.,0.38,2015
Lesotho,97,4.9,1,Family.Support,1.04,2015
Lesotho,97,4.9,1,Freedom,0.32,2015
Lesotho,97,4.9,1,Generosity,0.16,2015
Lesotho,97,4.9,1,Health.Life.Expectancy,0.08,2015
Dominican Republic,98,4.88,1,Absence.of.Corruption,0.14,2015
Dominican Republic,98,4.88,1,Economy..GDP.per.Capita.,0.9,2015
Dominican Republic,98,4.88,1,Family.Support,1.17,2015
Dominican Republic,98,4.88,1,Freedom,0.58,2015
Dominican Republic,98,4.88,1,Generosity,0.22,2015
Dominican Republic,98,4.88,1,Health.Life.Expectancy,0.67,2015
Laos,99,4.88,1,Absence.of.Corruption,0.24,2015
Laos,99,4.88,1,Economy..GDP.per.Capita.,0.59,2015
Laos,99,4.88,1,Family.Support,0.74,2015
Laos,99,4.88,1,Freedom,0.6,2015
Laos,99,4.88,1,Generosity,0.42,2015
Laos,99,4.88,1,Health.Life.Expectancy,0.55,2015
Hong Kong,100,4.87,1,Absence.of.Corruption,0.03,2015
Hong Kong,100,4.87,1,Economy..GDP.per.Capita.,0.83,2015
Hong Kong,100,4.87,1,Family.Support,1.3,2015
Hong Kong,100,4.87,1,Freedom,0.44,2015
Hong Kong,100,4.87,1,Generosity,0.33,2015
Hong Kong,100,4.87,1,Health.Life.Expectancy,0.6,2015
Swaziland,101,4.87,1,Absence.of.Corruption,0.03,2015
Swaziland,101,4.87,1,Economy..GDP.per.Capita.,0.71,2015
Swaziland,101,4.87,1,Family.Support,1.07,2015
Swaziland,101,4.87,1,Freedom,0.31,2015
Swaziland,101,4.87,1,Generosity,0.18,2015
Swaziland,101,4.87,1,Health.Life.Expectancy,0.08,2015
Greece,102,4.86,1,Absence.of.Corruption,0.01,2015
Greece,102,4.86,1,Economy..GDP.per.Capita.,1.15,2015
Greece,102,4.86,1,Family.Support,0.93,2015
Greece,102,4.86,1,Freedom,0.08,2015
Greece,102,4.86,1,Generosity,0,2015
Greece,102,4.86,1,Health.Life.Expectancy,0.88,2015
Lebanon,103,4.84,1,Absence.of.Corruption,0.05,2015
Lebanon,103,4.84,1,Economy..GDP.per.Capita.,1.03,2015
Lebanon,103,4.84,1,Family.Support,0.8,2015
Lebanon,103,4.84,1,Freedom,0.34,2015
Lebanon,103,4.84,1,Generosity,0.22,2015
Lebanon,103,4.84,1,Health.Life.Expectancy,0.84,2015
Hungary,104,4.8,1,Absence.of.Corruption,0.03,2015
Hungary,104,4.8,1,Economy..GDP.per.Capita.,1.12,2015
Hungary,104,4.8,1,Family.Support,1.2,2015
Hungary,104,4.8,1,Freedom,0.32,2015
Hungary,104,4.8,1,Generosity,0.13,2015
Hungary,104,4.8,1,Health.Life.Expectancy,0.76,2015
Honduras,105,4.79,1,Absence.of.Corruption,0.07,2015
Honduras,105,4.79,1,Economy..GDP.per.Capita.,0.6,2015
Honduras,105,4.79,1,Family.Support,0.95,2015
Honduras,105,4.79,1,Freedom,0.4,2015
Honduras,105,4.79,1,Generosity,0.23,2015
Honduras,105,4.79,1,Health.Life.Expectancy,0.7,2015
Tajikistan,106,4.79,1,Absence.of.Corruption,0.15,2015
Tajikistan,106,4.79,1,Economy..GDP.per.Capita.,0.39,2015
Tajikistan,106,4.79,1,Family.Support,0.86,2015
Tajikistan,106,4.79,1,Freedom,0.47,2015
Tajikistan,106,4.79,1,Generosity,0.23,2015
Tajikistan,106,4.79,1,Health.Life.Expectancy,0.57,2015
Tunisia,107,4.74,1,Absence.of.Corruption,0.06,2015
Tunisia,107,4.74,1,Economy..GDP.per.Capita.,0.88,2015
Tunisia,107,4.74,1,Family.Support,0.6,2015
Tunisia,107,4.74,1,Freedom,0.26,2015
Tunisia,107,4.74,1,Generosity,0.06,2015
Tunisia,107,4.74,1,Health.Life.Expectancy,0.74,2015
Palestinian Territories,108,4.71,1,Absence.of.Corruption,0.13,2015
Palestinian Territories,108,4.71,1,Economy..GDP.per.Capita.,0.6,2015
Palestinian Territories,108,4.71,1,Family.Support,0.93,2015
Palestinian Territories,108,4.71,1,Freedom,0.24,2015
Palestinian Territories,108,4.71,1,Generosity,0.11,2015
Palestinian Territories,108,4.71,1,Health.Life.Expectancy,0.66,2015
Bangladesh,109,4.69,1,Absence.of.Corruption,0.13,2015
Bangladesh,109,4.69,1,Economy..GDP.per.Capita.,0.4,2015
Bangladesh,109,4.69,1,Family.Support,0.43,2015
Bangladesh,109,4.69,1,Freedom,0.41,2015
Bangladesh,109,4.69,1,Generosity,0.21,2015
Bangladesh,109,4.69,1,Health.Life.Expectancy,0.6,2015
Iran,110,4.69,1,Absence.of.Corruption,0.06,2015
Iran,110,4.69,1,Economy..GDP.per.Capita.,1.01,2015
Iran,110,4.69,1,Family.Support,0.54,2015
Iran,110,4.69,1,Freedom,0.3,2015
Iran,110,4.69,1,Generosity,0.38,2015
Iran,110,4.69,1,Health.Life.Expectancy,0.7,2015
Ukraine,111,4.68,1,Absence.of.Corruption,0.03,2015
Ukraine,111,4.68,1,Economy..GDP.per.Capita.,0.8,2015
Ukraine,111,4.68,1,Family.Support,1.2,2015
Ukraine,111,4.68,1,Freedom,0.25,2015
Ukraine,111,4.68,1,Generosity,0.15,2015
Ukraine,111,4.68,1,Health.Life.Expectancy,0.67,2015
Iraq,112,4.68,1,Absence.of.Corruption,0.14,2015
Iraq,112,4.68,1,Economy..GDP.per.Capita.,0.99,2015
Iraq,112,4.68,1,Family.Support,0.82,2015
Iraq,112,4.68,1,Freedom,0,2015
Iraq,112,4.68,1,Generosity,0.18,2015
Iraq,112,4.68,1,Health.Life.Expectancy,0.6,2015
South Africa,113,4.64,1,Absence.of.Corruption,0.09,2015
South Africa,113,4.64,1,Economy..GDP.per.Capita.,0.92,2015
South Africa,113,4.64,1,Family.Support,1.18,2015
South Africa,113,4.64,1,Freedom,0.33,2015
South Africa,113,4.64,1,Generosity,0.12,2015
South Africa,113,4.64,1,Health.Life.Expectancy,0.28,2015
Ghana,114,4.63,1,Absence.of.Corruption,0.04,2015
Ghana,114,4.63,1,Economy..GDP.per.Capita.,0.55,2015
Ghana,114,4.63,1,Family.Support,0.68,2015
Ghana,114,4.63,1,Freedom,0.42,2015
Ghana,114,4.63,1,Generosity,0.23,2015
Ghana,114,4.63,1,Health.Life.Expectancy,0.4,2015
Zimbabwe,115,4.61,1,Absence.of.Corruption,0.08,2015
Zimbabwe,115,4.61,1,Economy..GDP.per.Capita.,0.27,2015
Zimbabwe,115,4.61,1,Family.Support,1.03,2015
Zimbabwe,115,4.61,1,Freedom,0.26,2015
Zimbabwe,115,4.61,1,Generosity,0.19,2015
Zimbabwe,115,4.61,1,Health.Life.Expectancy,0.33,2015
Liberia,116,4.57,1,Absence.of.Corruption,0.06,2015
Liberia,116,4.57,1,Economy..GDP.per.Capita.,0.07,2015
Liberia,116,4.57,1,Family.Support,0.79,2015
Liberia,116,4.57,1,Freedom,0.29,2015
Liberia,116,4.57,1,Generosity,0.24,2015
Liberia,116,4.57,1,Health.Life.Expectancy,0.34,2015
India,117,4.57,1,Absence.of.Corruption,0.08,2015
India,117,4.57,1,Economy..GDP.per.Capita.,0.64,2015
India,117,4.57,1,Family.Support,0.38,2015
India,117,4.57,1,Freedom,0.4,2015
India,117,4.57,1,Generosity,0.26,2015
India,117,4.57,1,Health.Life.Expectancy,0.52,2015
Sudan,118,4.55,1,Absence.of.Corruption,0.15,2015
Sudan,118,4.55,1,Economy..GDP.per.Capita.,0.52,2015
Sudan,118,4.55,1,Family.Support,1.01,2015
Sudan,118,4.55,1,Freedom,0.1,2015
Sudan,118,4.55,1,Generosity,0.19,2015
Sudan,118,4.55,1,Health.Life.Expectancy,0.37,2015
Haiti,119,4.52,1,Absence.of.Corruption,0.17,2015
Haiti,119,4.52,1,Economy..GDP.per.Capita.,0.27,2015
Haiti,119,4.52,1,Family.Support,0.74,2015
Haiti,119,4.52,1,Freedom,0.24,2015
Haiti,119,4.52,1,Generosity,0.46,2015
Haiti,119,4.52,1,Health.Life.Expectancy,0.39,2015
Congo (Kinshasa),120,4.52,1,Absence.of.Corruption,0.08,2015
Congo (Kinshasa),120,4.52,1,Economy..GDP.per.Capita.,0,2015
Congo (Kinshasa),120,4.52,1,Family.Support,1,2015
Congo (Kinshasa),120,4.52,1,Freedom,0.23,2015
Congo (Kinshasa),120,4.52,1,Generosity,0.25,2015
Congo (Kinshasa),120,4.52,1,Health.Life.Expectancy,0.1,2015
Nepal,121,4.51,1,Absence.of.Corruption,0.06,2015
Nepal,121,4.51,1,Economy..GDP.per.Capita.,0.36,2015
Nepal,121,4.51,1,Family.Support,0.86,2015
Nepal,121,4.51,1,Freedom,0.38,2015
Nepal,121,4.51,1,Generosity,0.32,2015
Nepal,121,4.51,1,Health.Life.Expectancy,0.57,2015
Ethiopia,122,4.51,1,Absence.of.Corruption,0.15,2015
Ethiopia,122,4.51,1,Economy..GDP.per.Capita.,0.19,2015
Ethiopia,122,4.51,1,Family.Support,0.6,2015
Ethiopia,122,4.51,1,Freedom,0.43,2015
Ethiopia,122,4.51,1,Generosity,0.24,2015
Ethiopia,122,4.51,1,Health.Life.Expectancy,0.44,2015
Sierra Leone,123,4.51,1,Absence.of.Corruption,0.09,2015
Sierra Leone,123,4.51,1,Economy..GDP.per.Capita.,0.33,2015
Sierra Leone,123,4.51,1,Family.Support,0.96,2015
Sierra Leone,123,4.51,1,Freedom,0.41,2015
Sierra Leone,123,4.51,1,Generosity,0.21,2015
Sierra Leone,123,4.51,1,Health.Life.Expectancy,0,2015
Mauritania,124,4.44,1,Absence.of.Corruption,0.17,2015
Mauritania,124,4.44,1,Economy..GDP.per.Capita.,0.45,2015
Mauritania,124,4.44,1,Family.Support,0.87,2015
Mauritania,124,4.44,1,Freedom,0.24,2015
Mauritania,124,4.44,1,Generosity,0.22,2015
Mauritania,124,4.44,1,Health.Life.Expectancy,0.36,2015
Kenya,125,4.42,1,Absence.of.Corruption,0.06,2015
Kenya,125,4.42,1,Economy..GDP.per.Capita.,0.36,2015
Kenya,125,4.42,1,Family.Support,1,2015
Kenya,125,4.42,1,Freedom,0.42,2015
Kenya,125,4.42,1,Generosity,0.38,2015
Kenya,125,4.42,1,Health.Life.Expectancy,0.41,2015
Djibouti,126,4.37,1,Absence.of.Corruption,0.28,2015
Djibouti,126,4.37,1,Economy..GDP.per.Capita.,0.44,2015
Djibouti,126,4.37,1,Family.Support,0.59,2015
Djibouti,126,4.37,1,Freedom,0.46,2015
Djibouti,126,4.37,1,Generosity,0.18,2015
Djibouti,126,4.37,1,Health.Life.Expectancy,0.36,2015
Armenia,127,4.35,1,Absence.of.Corruption,0.04,2015
Armenia,127,4.35,1,Economy..GDP.per.Capita.,0.77,2015
Armenia,127,4.35,1,Family.Support,0.78,2015
Armenia,127,4.35,1,Freedom,0.2,2015
Armenia,127,4.35,1,Generosity,0.08,2015
Armenia,127,4.35,1,Health.Life.Expectancy,0.73,2015
Botswana,128,4.33,1,Absence.of.Corruption,0.12,2015
Botswana,128,4.33,1,Economy..GDP.per.Capita.,0.99,2015
Botswana,128,4.33,1,Family.Support,1.1,2015
Botswana,128,4.33,1,Freedom,0.49,2015
Botswana,128,4.33,1,Generosity,0.1,2015
Botswana,128,4.33,1,Health.Life.Expectancy,0.05,2015
Myanmar,129,4.31,1,Absence.of.Corruption,0.19,2015
Myanmar,129,4.31,1,Economy..GDP.per.Capita.,0.27,2015
Myanmar,129,4.31,1,Family.Support,0.71,2015
Myanmar,129,4.31,1,Freedom,0.44,2015
Myanmar,129,4.31,1,Generosity,0.8,2015
Myanmar,129,4.31,1,Health.Life.Expectancy,0.48,2015
Georgia,130,4.3,1,Absence.of.Corruption,0.38,2015
Georgia,130,4.3,1,Economy..GDP.per.Capita.,0.74,2015
Georgia,130,4.3,1,Family.Support,0.39,2015
Georgia,130,4.3,1,Freedom,0.41,2015
Georgia,130,4.3,1,Generosity,0.06,2015
Georgia,130,4.3,1,Health.Life.Expectancy,0.73,2015
Malawi,131,4.29,1,Absence.of.Corruption,0.07,2015
Malawi,131,4.29,1,Economy..GDP.per.Capita.,0.02,2015
Malawi,131,4.29,1,Family.Support,0.41,2015
Malawi,131,4.29,1,Freedom,0.43,2015
Malawi,131,4.29,1,Generosity,0.33,2015
Malawi,131,4.29,1,Health.Life.Expectancy,0.23,2015
Sri Lanka,132,4.27,1,Absence.of.Corruption,0.09,2015
Sri Lanka,132,4.27,1,Economy..GDP.per.Capita.,0.84,2015
Sri Lanka,132,4.27,1,Family.Support,1.02,2015
Sri Lanka,132,4.27,1,Freedom,0.54,2015
Sri Lanka,132,4.27,1,Generosity,0.41,2015
Sri Lanka,132,4.27,1,Health.Life.Expectancy,0.71,2015
Cameroon,133,4.25,1,Absence.of.Corruption,0.06,2015
Cameroon,133,4.25,1,Economy..GDP.per.Capita.,0.42,2015
Cameroon,133,4.25,1,Family.Support,0.89,2015
Cameroon,133,4.25,1,Freedom,0.49,2015
Cameroon,133,4.25,1,Generosity,0.21,2015
Cameroon,133,4.25,1,Health.Life.Expectancy,0.23,2015
Bulgaria,134,4.22,1,Absence.of.Corruption,0.01,2015
Bulgaria,134,4.22,1,Economy..GDP.per.Capita.,1.01,2015
Bulgaria,134,4.22,1,Family.Support,1.11,2015
Bulgaria,134,4.22,1,Freedom,0.31,2015
Bulgaria,134,4.22,1,Generosity,0.12,2015
Bulgaria,134,4.22,1,Health.Life.Expectancy,0.77,2015
Egypt,135,4.19,1,Absence.of.Corruption,0.06,2015
Egypt,135,4.19,1,Economy..GDP.per.Capita.,0.88,2015
Egypt,135,4.19,1,Family.Support,0.75,2015
Egypt,135,4.19,1,Freedom,0.17,2015
Egypt,135,4.19,1,Generosity,0.11,2015
Egypt,135,4.19,1,Health.Life.Expectancy,0.62,2015
Yemen,136,4.08,1,Absence.of.Corruption,0.08,2015
Yemen,136,4.08,1,Economy..GDP.per.Capita.,0.55,2015
Yemen,136,4.08,1,Family.Support,0.68,2015
Yemen,136,4.08,1,Freedom,0.36,2015
Yemen,136,4.08,1,Generosity,0.09,2015
Yemen,136,4.08,1,Health.Life.Expectancy,0.4,2015
Angola,137,4.03,1,Absence.of.Corruption,0.07,2015
Angola,137,4.03,1,Economy..GDP.per.Capita.,0.76,2015
Angola,137,4.03,1,Family.Support,0.86,2015
Angola,137,4.03,1,Freedom,0.1,2015
Angola,137,4.03,1,Generosity,0.12,2015
Angola,137,4.03,1,Health.Life.Expectancy,0.17,2015
Mali,138,4,1,Absence.of.Corruption,0.12,2015
Mali,138,4,1,Economy..GDP.per.Capita.,0.26,2015
Mali,138,4,1,Family.Support,1.04,2015
Mali,138,4,1,Freedom,0.39,2015
Mali,138,4,1,Generosity,0.19,2015
Mali,138,4,1,Health.Life.Expectancy,0.21,2015
Congo (Brazzaville),139,3.99,1,Absence.of.Corruption,0.12,2015
Congo (Brazzaville),139,3.99,1,Economy..GDP.per.Capita.,0.68,2015
Congo (Brazzaville),139,3.99,1,Family.Support,0.66,2015
Congo (Brazzaville),139,3.99,1,Freedom,0.41,2015
Congo (Brazzaville),139,3.99,1,Generosity,0.12,2015
Congo (Brazzaville),139,3.99,1,Health.Life.Expectancy,0.31,2015
Comoros,140,3.96,1,Absence.of.Corruption,0.2,2015
Comoros,140,3.96,1,Economy..GDP.per.Capita.,0.24,2015
Comoros,140,3.96,1,Family.Support,0.79,2015
Comoros,140,3.96,1,Freedom,0.23,2015
Comoros,140,3.96,1,Generosity,0.17,2015
Comoros,140,3.96,1,Health.Life.Expectancy,0.36,2015
Uganda,141,3.93,1,Absence.of.Corruption,0.07,2015
Uganda,141,3.93,1,Economy..GDP.per.Capita.,0.21,2015
Uganda,141,3.93,1,Family.Support,1.13,2015
Uganda,141,3.93,1,Freedom,0.46,2015
Uganda,141,3.93,1,Generosity,0.29,2015
Uganda,141,3.93,1,Health.Life.Expectancy,0.34,2015
Senegal,142,3.9,1,Absence.of.Corruption,0.11,2015
Senegal,142,3.9,1,Economy..GDP.per.Capita.,0.36,2015
Senegal,142,3.9,1,Family.Support,0.98,2015
Senegal,142,3.9,1,Freedom,0.37,2015
Senegal,142,3.9,1,Generosity,0.21,2015
Senegal,142,3.9,1,Health.Life.Expectancy,0.44,2015
Gabon,143,3.9,1,Absence.of.Corruption,0.11,2015
Gabon,143,3.9,1,Economy..GDP.per.Capita.,1.06,2015
Gabon,143,3.9,1,Family.Support,0.91,2015
Gabon,143,3.9,1,Freedom,0.32,2015
Gabon,143,3.9,1,Generosity,0.07,2015
Gabon,143,3.9,1,Health.Life.Expectancy,0.43,2015
Niger,144,3.85,1,Absence.of.Corruption,0.16,2015
Niger,144,3.85,1,Economy..GDP.per.Capita.,0.07,2015
Niger,144,3.85,1,Family.Support,0.77,2015
Niger,144,3.85,1,Freedom,0.48,2015
Niger,144,3.85,1,Generosity,0.19,2015
Niger,144,3.85,1,Health.Life.Expectancy,0.3,2015
Cambodia,145,3.82,1,Absence.of.Corruption,0.07,2015
Cambodia,145,3.82,1,Economy..GDP.per.Capita.,0.46,2015
Cambodia,145,3.82,1,Family.Support,0.63,2015
Cambodia,145,3.82,1,Freedom,0.66,2015
Cambodia,145,3.82,1,Generosity,0.4,2015
Cambodia,145,3.82,1,Health.Life.Expectancy,0.61,2015
Tanzania,146,3.78,1,Absence.of.Corruption,0.06,2015
Tanzania,146,3.78,1,Economy..GDP.per.Capita.,0.29,2015
Tanzania,146,3.78,1,Family.Support,1,2015
Tanzania,146,3.78,1,Freedom,0.33,2015
Tanzania,146,3.78,1,Generosity,0.34,2015
Tanzania,146,3.78,1,Health.Life.Expectancy,0.38,2015
Madagascar,147,3.68,1,Absence.of.Corruption,0.08,2015
Madagascar,147,3.68,1,Economy..GDP.per.Capita.,0.21,2015
Madagascar,147,3.68,1,Family.Support,0.67,2015
Madagascar,147,3.68,1,Freedom,0.19,2015
Madagascar,147,3.68,1,Generosity,0.21,2015
Madagascar,147,3.68,1,Health.Life.Expectancy,0.47,2015
Central African Republic,148,3.68,1,Absence.of.Corruption,0.08,2015
Central African Republic,148,3.68,1,Economy..GDP.per.Capita.,0.08,2015
Central African Republic,148,3.68,1,Family.Support,0,2015
Central African Republic,148,3.68,1,Freedom,0.49,2015
Central African Republic,148,3.68,1,Generosity,0.24,2015
Central African Republic,148,3.68,1,Health.Life.Expectancy,0.07,2015
Chad,149,3.67,1,Absence.of.Corruption,0.05,2015
Chad,149,3.67,1,Economy..GDP.per.Capita.,0.34,2015
Chad,149,3.67,1,Family.Support,0.76,2015
Chad,149,3.67,1,Freedom,0.24,2015
Chad,149,3.67,1,Generosity,0.18,2015
Chad,149,3.67,1,Health.Life.Expectancy,0.15,2015
Guinea,150,3.66,1,Absence.of.Corruption,0.12,2015
Guinea,150,3.66,1,Economy..GDP.per.Capita.,0.17,2015
Guinea,150,3.66,1,Family.Support,0.46,2015
Guinea,150,3.66,1,Freedom,0.38,2015
Guinea,150,3.66,1,Generosity,0.29,2015
Guinea,150,3.66,1,Health.Life.Expectancy,0.24,2015
Ivory Coast,151,3.65,1,Absence.of.Corruption,0.18,2015
Ivory Coast,151,3.65,1,Economy..GDP.per.Capita.,0.47,2015
Ivory Coast,151,3.65,1,Family.Support,0.77,2015
Ivory Coast,151,3.65,1,Freedom,0.47,2015
Ivory Coast,151,3.65,1,Generosity,0.2,2015
Ivory Coast,151,3.65,1,Health.Life.Expectancy,0.15,2015
Burkina Faso,152,3.59,1,Absence.of.Corruption,0.13,2015
Burkina Faso,152,3.59,1,Economy..GDP.per.Capita.,0.26,2015
Burkina Faso,152,3.59,1,Family.Support,0.85,2015
Burkina Faso,152,3.59,1,Freedom,0.39,2015
Burkina Faso,152,3.59,1,Generosity,0.22,2015
Burkina Faso,152,3.59,1,Health.Life.Expectancy,0.27,2015
Afghanistan,153,3.58,1,Absence.of.Corruption,0.1,2015
Afghanistan,153,3.58,1,Economy..GDP.per.Capita.,0.32,2015
Afghanistan,153,3.58,1,Family.Support,0.3,2015
Afghanistan,153,3.58,1,Freedom,0.23,2015
Afghanistan,153,3.58,1,Generosity,0.37,2015
Afghanistan,153,3.58,1,Health.Life.Expectancy,0.3,2015
Rwanda,154,3.46,1,Absence.of.Corruption,0.55,2015
Rwanda,154,3.46,1,Economy..GDP.per.Capita.,0.22,2015
Rwanda,154,3.46,1,Family.Support,0.77,2015
Rwanda,154,3.46,1,Freedom,0.59,2015
Rwanda,154,3.46,1,Generosity,0.23,2015
Rwanda,154,3.46,1,Health.Life.Expectancy,0.43,2015
Benin,155,3.34,1,Absence.of.Corruption,0.08,2015
Benin,155,3.34,1,Economy..GDP.per.Capita.,0.29,2015
Benin,155,3.34,1,Family.Support,0.35,2015
Benin,155,3.34,1,Freedom,0.48,2015
Benin,155,3.34,1,Generosity,0.18,2015
Benin,155,3.34,1,Health.Life.Expectancy,0.32,2015
Syria,156,3.01,1,Absence.of.Corruption,0.19,2015
Syria,156,3.01,1,Economy..GDP.per.Capita.,0.66,2015
Syria,156,3.01,1,Family.Support,0.47,2015
Syria,156,3.01,1,Freedom,0.16,2015
Syria,156,3.01,1,Generosity,0.47,2015
Syria,156,3.01,1,Health.Life.Expectancy,0.72,2015
Burundi,157,2.9,1,Absence.of.Corruption,0.1,2015
Burundi,157,2.9,1,Economy..GDP.per.Capita.,0.02,2015
Burundi,157,2.9,1,Family.Support,0.42,2015
Burundi,157,2.9,1,Freedom,0.12,2015
Burundi,157,2.9,1,Generosity,0.2,2015
Burundi,157,2.9,1,Health.Life.Expectancy,0.22,2015
Togo,158,2.84,1,Absence.of.Corruption,0.11,2015
Togo,158,2.84,1,Economy..GDP.per.Capita.,0.21,2015
Togo,158,2.84,1,Family.Support,0.14,2015
Togo,158,2.84,1,Freedom,0.36,2015
Togo,158,2.84,1,Generosity,0.17,2015
Togo,158,2.84,1,Health.Life.Expectancy,0.28,2015
Denmark,1,7.53,1,Absence.of.Corruption,0.44,2016
